"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_416605","GISAID",29767,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416606","GISAID",29833,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416607","GISAID",29831,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416608","GISAID",29766,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416609","GISAID",29787,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416610","GISAID",29833,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416611","GISAID",29766,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416612","GISAID",29839,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416613","GISAID",29766,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416614","GISAID",29833,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416617","GISAID",29774,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416619","GISAID",29655,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416620","GISAID",29784,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416621","GISAID",29817,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416622","GISAID",29859,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416624","GISAID",29872,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416625","GISAID",29785,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416627","GISAID",29766,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416628","GISAID",29812,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416629","GISAID",29832,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416630","GISAID",29768,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416631","GISAID",29826,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416632","GISAID",29834,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416633","GISAID",29786,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416634","GISAID",29833,"High","2020/2/17","Japan","Japan",0,1,0,0,0
"EPI_ISL_416635","GISAID",29812,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416636","GISAID",29890,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416637","GISAID",29879,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416638","GISAID",29880,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416641","GISAID",29869,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416642","GISAID",29785,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416643","GISAID",29867,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416492","GISAID",29853,"High","2020/3/15","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_416523","GISAID",29868,"High","2020/3/14","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_416525","GISAID",29875,"High","2020/3/11","Japan","Japan / Saitama",0,1,0,0,0
"EPI_ISL_416538","GISAID",29903,"High","2020/3/15","New Zealand","New Zealand / Wellington",0,1,0,0,0
"EPI_ISL_416539","GISAID",29903,"High","2020/3/15","New Zealand","New Zealand / Wellington",0,1,0,0,0
"EPI_ISL_416541","GISAID",29902,"High","2020/3/2","Kuwait","Kuwait / Dasman",0,1,0,0,0
"EPI_ISL_416542","GISAID",29893,"High","2020/3/2","Kuwait","Kuwait / Dasman",0,1,0,0,0
"EPI_ISL_416543","GISAID",29896,"High","2020/3/2","Kuwait","Kuwait / Dasman",0,1,0,0,0
"EPI_ISL_416565","GISAID",29766,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416566","GISAID",29831,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416567","GISAID",29809,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416569","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416570","GISAID",29790,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416571","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416572","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416573","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416574","GISAID",29872,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416575","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416576","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416577","GISAID",29872,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416578","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416579","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416580","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416581","GISAID",29832,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416582","GISAID",29830,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416583","GISAID",29812,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416584","GISAID",29872,"High","2020/2/15","Japan","Japan",0,1,0,0,0
"EPI_ISL_416585","GISAID",29836,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416586","GISAID",29833,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416587","GISAID",29789,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416588","GISAID",29751,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416519","GISAID",29903,"High","2020/3/2","New Zealand","New Zealand / Auckland",0,1,0,0,0
"EPI_ISL_416521","GISAID",29899,"High","2020/3/10","Saudi Arabia","Saudi Arabia",0,1,0,0,0
"EPI_ISL_416522","GISAID",29899,"High","2020/3/10","Saudi Arabia","Saudi Arabia",0,1,0,0,0
"EPI_ISL_416524","GISAID",29875,"High","2020/3/11","Japan","Japan / Saitama",0,1,0,0,0
"EPI_ISL_416465","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_416466","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_416467","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Holsbeek",0,1,0,0,0
"EPI_ISL_416468","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Holsbeek",0,1,0,0,0
"EPI_ISL_416469","GISAID",29845,"High","2020/3/3","Belgium","Belgium / Kessel-Lo",0,1,0,0,0
"EPI_ISL_416470","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Couthuin",0,1,0,0,0
"EPI_ISL_416471","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Kessel-Lo",0,1,0,0,0
"EPI_ISL_416472","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Kessel-Lo",0,1,0,0,0
"EPI_ISL_416473","GISAID",29972,"High","2020/1/26","China","China / Zhejiang / Hangzhou",0,1,0,0,0
"EPI_ISL_416474","GISAID",29968,"High","2020/1/28","China","China / Zhejiang / Hangzhou",0,1,0,0,0
"EPI_ISL_416475","GISAID",29845,"High","2020/3/3","Belgium","Belgium / Leuven",0,1,0,0,0
"EPI_ISL_416476","GISAID",29845,"High","2020/3/2","Belgium","Belgium / Holsbeek",0,1,0,0,0
"EPI_ISL_416477","GISAID",29834,"High","2020/3/8","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416478","GISAID",29833,"High","2020/3/14","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416479","GISAID",29833,"High","2020/3/5","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416480","GISAID",29834,"High","2020/3/11","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416481","GISAID",29834,"High","2020/3/16","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416482","GISAID",29833,"High","2020/3/13","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_416488","GISAID",29903,"High","2020/3/3","Poland","Poland / Zielonogorskie",0,1,0,0,0
"EPI_ISL_416489","GISAID",29871,"High","2020/3/15","United States","United States / WI / Dane county",0,1,0,0,0
"EPI_ISL_416491","GISAID",29842,"High","2020/3/15","United States","United States / WI / Dane county",0,1,0,0,0
"EPI_ISL_416493","GISAID",29882,"High","2020/3/8","France","France / Hauts de France / Ch?teau-Thierry",0,1,0,0,0
"EPI_ISL_416494","GISAID",29864,"High","2020/3/4","France","France / Normandie / Rouen",0,1,0,0,0
"EPI_ISL_416495","GISAID",29882,"High","2020/3/10","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_416496","GISAID",29869,"High","2020/3/10","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_416497","GISAID",29862,"High","2020/3/10","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_416498","GISAID",29864,"High","2020/3/11","France","France / Ile de France / Garches",0,1,0,0,0
"EPI_ISL_416499","GISAID",29881,"High","2020/3/11","France","France / Ile de France / Longjumeau",0,1,0,0,0
"EPI_ISL_416502","GISAID",29837,"High","2020/2/26","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416503","GISAID",29873,"High","2020/3/1","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416505","GISAID",29868,"High","2020/3/2","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416506","GISAID",29867,"High","2020/3/3","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416507","GISAID",29877,"High","2020/3/5","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416509","GISAID",29871,"High","2020/3/6","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416510","GISAID",29882,"High","2020/3/6","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416511","GISAID",29837,"High","2020/3/7","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416512","GISAID",29800,"High","2020/3/7","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416513","GISAID",29882,"High","2020/3/7","France","France / Bretagne / Rennes",0,1,0,0,0
"EPI_ISL_416514","GISAID",29899,"High","2020/3/15","Australia","Australia / Victoria / Melbourne",0,1,0,0,0
"EPI_ISL_416142","GISAID",29878,"High","2020/2/26","Denmark","Denmark / Copenhagen",0,1,0,0,0
"EPI_ISL_416143","GISAID",29841,"High","2020/2/28","Denmark","Denmark / Copenhagen",0,1,0,0,0
"EPI_ISL_416144","GISAID",29837,"High","2020/3/1","Denmark","Denmark / Copenhagen",0,1,0,0,0
"EPI_ISL_416153","GISAID",29837,"High","2020/3/2","Denmark","Denmark / Copenhagen",0,1,0,0,0
"EPI_ISL_416457","GISAID",29782,"High","2020/3/18","United States","United States / California / San Diego County",0,1,0,0,0
"EPI_ISL_416458","GISAID",29894,"High","2020/3/2","Kuwait","Kuwait / Hawali",0,1,0,0,0
"EPI_ISL_416460","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_416461","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_416425","GISAID",29941,"High","2020/2/3","China","China / Zhejiang / Hangzhou",0,1,0,0,0
"EPI_ISL_416426","GISAID",29782,"High","2020/3/17","Hungary","Hungary / Budapest",0,1,0,0,0
"EPI_ISL_416428","GISAID",29861,"High","2020/3/7","Vietnam","Vietnam / Quangning",0,1,0,0,0
"EPI_ISL_416429","GISAID",29871,"High","2020/2/11","Vietnam","Vietnam / Vinhphuc",0,1,0,0,0
"EPI_ISL_416430","GISAID",29861,"High","2020/3/6","Vietnam","Vietnam / Hanoi",0,1,0,0,0
"EPI_ISL_416431","GISAID",29888,"High","2020/3/6","Vietnam","Vietnam / Hanoi",0,1,0,0,0
"EPI_ISL_416432","GISAID",29843,"High","2020/3/7","Saudi Arabia","Saudi Arabia / Riyadh",0,1,0,0,0
"EPI_ISL_416433","GISAID",29895,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416434","GISAID",29821,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416435","GISAID",29832,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416436","GISAID",29813,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416437","GISAID",29772,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416438","GISAID",29860,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416439","GISAID",29866,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416440","GISAID",29736,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416441","GISAID",29822,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416442","GISAID",29822,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416443","GISAID",29820,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416444","GISAID",29796,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416445","GISAID",29864,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416446","GISAID",29809,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416447","GISAID",29813,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416448","GISAID",29825,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416451","GISAID",29844,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416452","GISAID",29819,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416454","GISAID",29755,"High","2020/3/6","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416455","GISAID",29777,"High","2020/3/7","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416370","GISAID",29836,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416372","GISAID",29836,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416373","GISAID",29835,"High","2020/2/7","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416376","GISAID",29835,"High","2020/2/5","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416377","GISAID",29836,"High","2020/2/7","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416379","GISAID",29812,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416380","GISAID",29836,"High","2020/2/9","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416381","GISAID",29836,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416382","GISAID",29835,"High","2020/2/8","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416387","GISAID",29812,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416389","GISAID",29835,"High","2020/1/21","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416390","GISAID",29812,"High","2020/1/31","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416393","GISAID",29836,"High","2020/2/9","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416394","GISAID",29836,"High","2020/2/14","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416397","GISAID",29835,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416398","GISAID",29835,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416399","GISAID",29836,"High","2020/2/13","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416401","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416402","GISAID",29836,"High","2020/2/11","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416403","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416404","GISAID",29836,"High","2020/2/9","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416405","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416406","GISAID",29812,"High","2020/2/15","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416407","GISAID",29836,"High","2020/2/15","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416409","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416411","GISAID",29899,"High","2020/1/25","Australia","Australia / Victoria / Melbourne",0,1,0,0,0
"EPI_ISL_416412","GISAID",29893,"High","2020/3/2","Australia","Australia / Victoria / Melbourne",0,1,0,0,0
"EPI_ISL_416415","GISAID",29865,"High","2020/2/8","Australia","Australia / Victoria / Melbourne",0,1,0,0,0
"EPI_ISL_416322","GISAID",29836,"High","2020/1/29","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416323","GISAID",29835,"High","2020/1/29","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416324","GISAID",29833,"High","2020/1/29","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416325","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416326","GISAID",29836,"High","2020/1/30","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416330","GISAID",29832,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416332","GISAID",29836,"High","2020/1/30","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416333","GISAID",29835,"High","2020/1/30","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416334","GISAID",29812,"High","2020/2/6","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416335","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416336","GISAID",29833,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416337","GISAID",29835,"High","2020/2/4","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416338","GISAID",29836,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416339","GISAID",29836,"High","2020/2/3","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416340","GISAID",29836,"High","2020/2/2","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416341","GISAID",29835,"High","2020/2/1","China","China / Shanghai",0,1,0,0,0
"EPI_ISL_416342","GISAID",29812,"High","2020/2/4","China","China / Shanghai",0,1,0,0,0
